transcript_id,LNCaP_DHT_RNA_rep1,LNCaP_DHT_RNA_rep2,LNCaP_Veh_RNA_rep1,LNCaP_Veh_RNA_rep2
NM_145019,3,0,4,0
NM_001144755,180,448,50,0
NM_001184968,13,20,14,15
NM_001270422,0,0,0,0
NM_001282161,1302,5,0,0
NM_001242340,0,0,0,0
NM_001184962,0,0,113,122
NM_001184961,0,0,0,0
NM_001184960,0,5,0,0
NM_001184967,7,2,0,0
NM_001184966,4385,110,1958,331
NM_001184965,2815,5016,3360,3995
NR_131221,0,0,0,0
NM_025188,1911,2723,2527,2570
NM_001084393,365,284,253,273
NM_001084392,1177,1172,548,1105
NM_001205255,0,0,12,14
NM_001205254,12615,12147,12544,13479
NM_001205252,52,65,35,55
NM_001205251,0,2,0,0
NM_001205250,0,0,0,0
NM_001205259,0,0,0,0
NM_024791,0,0,0,0
NM_024790,3060,2961,2547,2514
NM_001282886,57,106,63,425
NM_012314_26,0,0,0,0
NR_026858_3,0,0,0,0
NM_001205266_2,0,0,0,0
NM_001282884,209,3605,4,32
NM_001172766,0,0,0,0
NM_014007,50757,51777,65338,67446
NM_012314_22,0,0,0,0
NM_012314_23,0,0,0,0
NM_001005226,0,0,0,0
NM_001145520,40,14,15,16
NM_001145521,0,0,0,0
NM_001145522,452,298,354,479
NM_001145523,69,55,2,23
NM_001145524,528,550,458,494
NM_001145525,13,24,6,12
NM_001145526,4891,4698,5472,5538
NM_001145527,13,18,1,14
NM_001172767,0,0,0,0
NM_001282714,26,36,19,26
NR_110039,2,8,0,0
NR_110038,0,0,0,0
NM_014513_9,0,0,0,0
NM_001288809,6,1,1,4
NM_001288808,45,0,8,42
NM_001024382,5,5,2,4
NM_001024383,1682,1827,1274,1326
NM_001024380,636,781,619,518
NM_001024381,309,347,336,340
NM_001288800,1926,2004,1854,1929
NM_001288803,875,867,1115,1278
NM_001288802,29,0,88,0
NM_001288805,81,73,76,71
NM_001288804,0,0,0,0
NM_001288807,77,143,99,124
NM_001288806,0,0,0,2
NR_110036,0,0,0,0
NM_145045,456,473,471,506
NM_001206789,26,0,0,0
NR_110245,0,0,0,0
NM_080612,0,0,0,0
NM_001190787,38,36,56,50
NM_145044,560,751,695,608
NR_003369,437,515,417,476
NM_001190789,0,0,0,0
NR_110725,428,361,408,410
NR_110724,0,4,0,0
NR_110727,103,108,93,75
NR_110726,10,28,0,0
NR_110720,71,82,86,105
NR_110723,219,268,206,233
NR_003367,2632,2617,2364,2358
NR_110729,566,578,530,596
NR_027822,35,32,39,35
NM_001167600,0,0,0,0
NM_080679_7,0,0,0,0
NM_001289152_3,0,0,0,3
NM_001289152_2,24,23,16,6
NM_001289152_5,23,23,16,6
NM_080679_4,0,1,0,0
NM_152578,90,51,89,73
NR_122109,66,72,67,84
NM_152573,41402,40926,34545,36270
NM_152572,232,246,232,256
NM_152571,145,132,67,84
NM_152570,0,0,0,0
NM_152577,2,4,0,0
NM_152574,2270,4029,2221,3207
NR_027889,639,1925,1745,13
NR_027882,3,3,3,1
NM_183229,263,72,14,105
NM_183228,234,43,59,117
NR_125431,0,0,0,0
NM_183061,0,4,0,0
NM_001282659,46872,45454,39705,39675
NM_183227,187,45,66,23
NM_016004,1995,2069,2311,2046
NM_016006,7020,6777,6613,6890
NM_016001,8083,8052,7981,8221
NM_016002,12577,12221,12522,12984
NM_016003,2051,1821,2311,3528
NM_001252092,61,90,16,23
NM_016008,535,1308,534,651
NM_016009,1933,3155,2748,3831
NM_001159740,0,0,0,0
NM_001159747,45,61,59,56
NM_001159746,3666,3077,3692,3102
NM_001159749,139,125,94,157
NR_122107,0,0,0,0
NR_031644_2,0,0,0,0
NM_005516_7,880,842,784,786
NM_005516_6,876,837,779,786
NM_005516_5,704,671,627,618
NM_001303039,7,3,0,5
NM_005516_3,888,849,791,791
NM_005516_2,883,843,784,792
NM_001303037,2383,3533,3833,3646
NR_125432,27,34,40,64
NM_001081551_2,0,0,0,0
NM_001081551_3,0,0,0,0
NR_126094,562,557,520,546
NM_001199510,0,0,0,0
NR_126093,64,131,26,53
NR_126098,0,0,0,0
NM_058237,102,99,76,85
NM_058230,2205,2161,2194,2134
NM_001282458_7,3,4,0,2
NM_001282458_6,1,1,0,6
NM_001282458_5,2,1,0,5
NM_001282458_4,3,0,0,4
NM_001282458_3,1,1,0,6
NM_058238,1309,1432,875,852
NM_199051,1338,1389,1295,1435
NM_199050,188,553,71,265
NM_199053,0,0,0,0
NM_199054,10200,10722,14438,10686
NM_145322,8,12,0,0
NM_017729_10,0,0,0,0
NM_001190981,841,1141,970,540
NM_003782_3,103,109,87,84
NM_001607,6035,5459,4652,4570
NM_017757,12032,11593,11428,11529
NM_021627,15739,15336,14996,15137
NM_021624,7,10,15,15
NM_021625,0,0,0,0
NM_021622,800,1075,528,279
NM_021623,4196,4266,3952,4093
NM_017751,87,38,116,117
NM_017750,11400,10878,10248,10817
NM_001253816,1151,349,379,200
NM_021628,0,47,0,0
NM_017758,44674,42826,36911,38187
NM_002255_28,0,0,0,0
NM_001253815,0,365,307,476
NM_019863,2919,2859,2972,3017
NM_001199514,1414,1529,445,1668
NM_001099686_2,0,0,0,0
NM_001122716,0,0,0,0
NR_110784,0,0,0,0
NM_203286,74,80,25,33
NM_203287,0,0,0,0
NM_203284,21353,19124,20314,20884
NM_203285,0,6,0,0
NM_203282,2705,2430,3044,3693
NM_203283,1063,1229,1467,1640
NM_203281,2257,1410,2057,2224
NM_030651_5,1,2,0,0
NM_203288,417,392,335,355
NM_203289,7,6,0,4
NM_030651_4,1,2,0,0
NM_001142281,12635,10930,2277,15234
NM_021145,532,519,463,496
NM_001199327,0,0,0,0
NM_001199324,3152,3376,2644,3017
NM_001199323,888,1072,1183,755
NM_001199322,1121,892,58,796
NM_021143,913,662,301,679
NM_001135769,478,541,394,610
NM_001135768,707,688,466,545
NM_001199329,333,0,0,0
NM_001199328,0,0,0,0
NM_139053,0,0,0,2
NM_001293739,0,0,0,0
NM_139057,689,604,496,592
NM_021141,98520,97171,90713,92946
NR_024239,0,0,0,0
NM_003449,728,779,680,682
NR_024237,536,555,496,510
NM_145756,1556,1608,1454,1622
NM_145755,497,479,416,497
NM_003445,462,671,511,487
NR_024233,356,406,295,339
NM_003443,1365,1056,623,664
NM_003440,1905,2507,2344,3170
NR_024230,0,0,0,0
NM_015469,35010,34246,32727,33665
NM_001297429,9666,8334,7664,370
NM_001297428,0,23,31,75
NR_046418,1125,1067,956,19
NR_046417,11,16,7,23
NM_001297422,36,60,44,50
NM_001297421,0,11,33,89
NR_046414,235,214,166,169
NR_046413,258,169,193,240
NR_046412,434,480,391,428
NR_046411,541,480,359,382
NR_046410,2128,1898,69,49
NM_005155_3,62,92,44,35
NM_005155_4,36,28,34,27
NM_021148,745,823,627,742
NM_018986,937,919,866,914
NR_045385,24,31,17,12
NM_025227,0,0,0,0
NM_003461,264,627,612,0
NM_001144893,0,0,0,0
NM_001144892,0,0,0,0
NM_001144891,731,0,764,0
NM_207007_2,0,0,0,0
NM_001144890,22,15,19,24
NM_001242865,1291,1324,1152,1141
NM_001242864,63,121,0,0
NM_001242867,0,0,0,0
NM_001242866,7645,6959,6845,7136
NM_002711,0,0,0,0
NM_002710,39901,39386,36900,38127
NM_002713,38,81,88,87
NM_002712,6722,6877,6323,6733
NM_002715,31774,30767,29171,30496
NM_002714,3167,3593,2754,5856
NM_002717,25906,24861,25722,26621
NM_001292063,0,0,0,0
NM_002719,3482,2931,2252,2658
NM_002718,7399,7580,6760,6948
NR_104097_2,0,0,0,0
NM_145201,1631,1539,1400,1470
NM_005845,52984,51344,33839,34106
NM_005847,0,0,6,0
NM_005840,170,170,135,166
NM_005841,6,4,2,8
NM_005842,44,65,49,45
NM_001130848,1684,1443,1231,1217
NM_001130847,0,0,0,0
NM_001130846,34,57,27,43
NM_001130845,502,505,361,437
NM_005848,10115,2332,7319,8264
NM_005849,30,38,21,0
NM_001130841,10493,9298,10901,10498
NM_001271023,285,257,178,206
NM_001271022,135,140,51,150
NM_001271021,0,0,0,0
NR_033151,0,0,0,0
NM_001271025,0,0,0,0
NM_020865_2,537,568,591,425
NM_001271028,0,0,0,0
NR_023375_10,0,1,0,0
NM_031924,1832,1747,1729,1690
NM_031925,1026,1028,840,882
NM_031921,2302,2240,1982,2034
NM_031922,2184,2352,2094,1981
NM_031923,717,741,604,561
NM_001083588,1255,1290,599,696
NR_120658,0,0,0,0
NR_120659,4,6,18,15
NR_120656,0,0,0,0
NR_120657,0,0,0,0
NR_120654,7,0,0,0
NR_120655,15,14,0,17
NR_120652,0,0,0,0
NR_120653,0,0,0,0
NR_120650,0,0,0,0
NR_120651,38,0,29,19
NM_032693,60,31,41,52
NM_001080146_6,0,0,0,0
NM_001080146_5,0,0,0,0
NM_001080146_4,0,0,0,0
NM_001080146_3,0,0,0,0
NM_001080146_2,0,0,0,0
NM_001080146_9,0,0,0,0
NM_001080146_8,0,0,0,0
NR_038456,400,476,360,417
NR_038457,97,147,147,147
NM_001099339,2307,2360,1539,1544
NM_001099338,167,158,159,145
NR_038452,80,99,73,101
NR_038453,0,0,0,0
NR_038450,0,0,0,0
NM_001099337,625,617,523,627
NM_001099336,0,0,0,0
NR_038458,445,473,466,466
NM_001099334,0,0,0,0
NM_145205,0,0,0,0
NM_003468,5403,5356,2477,2607
NR_036144_6,0,0,0,0
NM_018349,8683,8585,6811,6798
NM_018348,8856,8558,9563,10373
NM_018344,211,312,210,0
NM_018347,477,485,443,294
NM_018346,2925,3103,2889,3090
NM_018341,2780,2701,2330,2466
NM_018340,2526,2756,2487,2876
NM_018343,6640,6605,6651,6823
NM_018342,14225,14197,15096,15390
NM_001313947,296,272,395,366
NM_001313946,530,516,449,525
NM_001313945,5163,6252,6310,6191
NM_001313944,0,408,0,0
NM_001313943,6220,5256,5872,6088
NR_023369_8,0,0,0,0
NR_023369_9,0,0,0,0
NR_023369_6,0,0,0,0
NR_023369_7,0,0,0,0
NM_012064,63,55,55,70
NR_023369_5,0,0,0,0
NM_012062,3515,3177,2422,2652
NR_023369_3,0,0,0,0
NM_001195059,1,10,0,22
NM_001145414,269,266,241,287
NR_036500,789,793,828,802
NR_036501,196,196,199,191
NR_036506,29,27,22,21
NR_036507,92,127,95,80
NR_036504,316,288,334,301
NR_036505,334,347,316,335
NM_001195053,419,283,373,413
NM_001195055,0,276,0,0
NM_001129981,0,0,0,0
NM_001195057,672,301,493,696
NM_001195056,407,769,560,622
NM_005156,1325,744,1726,2104
NR_036052_4,0,9,0,6
NM_005154,7775,8542,6705,7997
NM_178134,23,18,23,22
NM_001256837,16,34,89,81
NM_005153,3278,3417,2790,2022
NR_036052_3,0,0,0,0
NM_005151,6157,8824,8999,9119
NM_001242362_2,2,1,2,3
NM_001256838,561,666,580,579
NM_005158,13,0,0,0
NM_005159,0,0,0,0
NR_033488,6,22,14,8
NR_033489,290,287,0,0
NM_001301244,0,0,0,0
NM_001301243,2030,1612,1377,1656
NM_001301242,583,636,631,549
NM_001301241,85,79,58,146
NM_001301240,94,108,62,165
NR_023377_10,0,0,0,0
NM_001288792_10,0,0,0,0
NM_001301248,76,164,1014,2562
NM_001174098,0,112,119,29
NM_004402,1633,1704,1554,1675
NM_004401,7049,6510,7236,6203
NM_001432,0,0,0,0
NM_001277090,1499,1903,1360,1823
NM_001277091,0,0,604,414
NM_001437,3,0,0,0
NM_001436,5503,5506,4911,4860
NM_001439,1124,770,882,781
NM_001438,0,0,0,0
NM_004409,0,10,0,0
NM_001174093,0,0,0,0
NM_001174094,0,0,0,0
NM_001174095,0,0,0,0
NM_001174096,0,45,5,0
NM_001174097,389,255,202,201
NM_018969,0,0,0,0
NR_023379_10,1,0,0,0
NM_000526,0,18,0,11
NM_000527,3753,2537,6351,7707
NM_000520,7824,7954,6928,6866
NM_001292046,46,9,23,43
NM_001008489,238,318,262,281
NM_000523,5,4,4,6
NM_001008487,2,7,9,83
NM_001008486,66,248,56,145
NM_018963,547,1329,0,776
NM_018962,11,8,7,8
NM_000528,9207,8440,7445,6848
NM_018964,7530,7516,7304,7862
NM_018967,0,0,0,0
NM_001165893,0,0,0,0
NM_001165895,319,150,157,214
NM_001165899,93,398,319,38
NM_019854,0,0,0,0
NM_019855,0,0,0,0
NM_005803_3,3568,3499,3059,3183
NM_019852,7940,7612,8333,8684
NM_001008737,297,244,204,232
NM_019850,1818,1844,0,1578
NM_001290354,2139,1602,3243,2321
NM_001290355,2497,2646,2697,2736
NM_001290357,77,53,50,40
NM_001008739,66,91,77,75
NM_001008738,2335,1930,1718,2248
NM_001278217,2679,2468,2337,2365
NM_001278216,1556,1458,1365,1451
NM_001278215,89,73,51,48
NM_001278214,516,690,909,866
NM_001278213,7,2,6,3
NM_001278212,1094,1107,547,727
NM_001278211,3383,3899,2543,2524
NM_001115007,1275,1174,1325,1084
NM_013937_3,0,0,0,0
NM_013937_2,0,0,0,0
NM_013937_7,0,0,0,0
NM_001195138,0,0,0,0
NM_013937_5,0,0,0,0
NM_013937_4,0,0,0,0
NR_036246,0,0,0,0
NM_007172,15787,15510,13098,13551
NM_015879,0,0,0,0
NM_007170,2726,2728,2327,2346
NM_000383,9,5,9,3
NM_007176,2269,2269,2021,2074
NM_001276320,842,1049,1243,1739
NM_007174,2631,2432,2110,2413
NM_000387,2689,2318,2356,2472
NM_000388,0,0,0,0
NM_015871,460,469,528,547
NM_007178,32647,31978,29340,30405
NM_015873,91,84,85,108
NM_015874,4689,5663,4410,4235
NM_001115008,661,603,979,644
NM_001291703,0,0,0,0
NM_014412,17191,16762,16349,16861
NM_138775,830,1192,1078,1454
NM_003876,1211,1134,1219,1454
NM_003875,23692,22571,20156,20413
NM_003874,0,0,0,0
NM_003873,96944,88222,79305,80177
NM_138770,118,8,11,16
NM_138773,7018,6328,8651,8720
NM_001167945,113,30,140,17
NM_001128165,0,0,0,0
NM_001128164,10094,9030,7125,10328
NM_001128167,0,0,0,0
NM_001308038,467,540,540,530
NM_138779,717,693,737,621
NM_001128160,10552,10043,9895,9517
NM_003879,7372,7110,5901,3206
NM_003878,2883,2914,2439,2560
NR_031622,0,0,0,0
NR_031623,3,3,3,2
NR_031620,45,25,21,33
NR_031621,0,0,0,0
NR_031626,1,2,1,1
NR_031627,0,0,0,0
NR_031624,0,1,2,1
NR_031625,0,0,0,0
NR_029449,0,0,0,0
NR_029448,0,0,0,0
NM_001280801,1614,1502,1475,1300
NM_024066,2625,2216,2219,1875
NM_024065,5100,5182,5310,5410
NM_001080383,0,0,0,0
NM_024063,1105,1261,1378,2488
NM_001164766,232,178,233,107
NM_024061,0,0,0,0
NM_024060,43,83,86,122
NM_000052,16732,18206,16095,13249
NM_024069,6142,6215,5430,5427
NM_024068,5103,5159,5098,5286
NM_001164346,399,1435,55,91
NM_021982,8049,7954,6899,7183
NM_001288715,0,0,0,0
NM_181510,0,0,0,0
NM_021980,1461,1444,845,1609
NM_144723,13933,13775,13405,14083
NM_001164342,243,514,298,388
NM_001079935,1,1,0,1
NM_001293214_7,2876,2532,2490,3228
NM_001302348,2295,2408,2326,2369
NM_001011669,953,879,888,889
NM_001011668,1119,1462,1496,919
NM_153378,0,0,0,0
NM_001172679,1283,1233,1124,1262
NM_153372,0,0,0,0
NM_001172673,7,0,3,8
NM_001172670,0,0,0,0
NM_153371,9892,9565,9089,9407
NM_153376,221,294,182,243
NM_153377,12273,12353,18958,18886
NR_034014,65,0,73,2
NR_034015,0,59,0,57
NM_203475,36,116,316,30
NM_001195738,634,594,697,459
NM_203474,0,0,0,0
NM_001195736,601,486,0,627
NM_001195737,395,356,595,433
NM_001195731,496,260,133,111
NM_001195733,983,749,693,718
NM_014051,6533,6646,5391,5480
NM_014050,1902,2185,1141,9818
NM_014053,15089,14804,14059,14167
NM_001011666,456,446,475,515
NM_014055,2976,2769,2708,2895
NM_147128,3389,3422,2804,2906
NM_014056,20262,19855,17890,18819
NM_014059,145,140,115,119
NM_147127,0,0,0,0
NM_003664,12218,12004,9763,11772
NM_001278531_2,11,11,2,39
NM_001102559,6645,6569,5734,6089
NM_003129,6951,6599,6656,6560
NM_003128,697,659,588,671
NM_018430,199,186,242,191
NM_001293078,0,0,0,0
NM_017452,11553,11225,9353,8247
NM_003121,24,23,31,23
NM_003120,0,0,0,0
NM_003123,0,0,0,0
NM_003122,0,0,0,0
NM_001293070,60,58,50,54
NM_003124,2407,2135,2122,2188
NM_001293072,0,0,0,0
NM_003663,4068,5421,2601,5111
NR_037668,78,0,0,0
NR_104237,3,615,606,1023
NR_104234,0,13,0,0
NR_104235,261,1333,240,247
NR_104232,0,0,0,0
NR_104233,171,69,106,76
NM_001128839,2339,156,1320,1373
NR_104231,49,699,23,596
NR_037660,1516,711,1788,1745
NR_037661,33,11,0,0
NR_037662,3,3,0,2
NR_037663,0,0,0,0
NR_037664,0,0,0,0
NR_037665,13207,13097,12601,12874
NR_104238,58,70,82,72
NR_037667,3234,50,0,0
NR_023369_10,0,0,0,0
NM_130839,16933,17535,16184,17247
NM_002838,12,0,0,12
NM_002839,0,2,0,0
NM_001127345,1128,1077,997,999
NM_001252103,0,0,0,0
NM_001252102,0,0,0,0
NM_002836,2637,3049,2203,1876
NM_001252100,130,127,80,81
NM_002830,10565,10445,9412,10101
NM_002831,0,0,0,20
NM_002832,139,104,79,107
NM_002833,8652,8379,6828,6963
NM_001204306,0,0,0,0
NM_001204307,0,0,0,0
NM_001256488,4527,3888,6421,5759
NM_152779,0,0,0,0
NM_001204303,2822,2651,2608,2608
NM_001204300,1217,838,0,854
NM_001204301,9205,8256,10162,10981
NM_152775,1495,1377,1324,1985
NM_001256483,1599,334,354,270
NM_001256486,34529,33561,35083,32288
NM_001256487,17745,17501,20287,19647
NM_152773,747,628,718,690
NM_152772,3523,3560,3431,3665
NM_130833,3368,3028,4303,4691
NR_028475,930,848,854,131
NR_028474,30,39,26,22
NR_028477,13836,14910,13812,15413
NR_028476,1942,1878,1708,1810
NR_028471,0,1,1,0
NR_028470,0,0,0,0
NR_028473,12,13,31,0
NM_001799,3192,3135,3254,3284
NM_207506,372,417,309,347
NR_110274,0,0,0,0
NR_037598,0,15,16,6
NR_037599,608,557,525,562
NR_037596,66,72,61,75
NR_037597,17,16,11,13
NR_024541_5,0,0,0,0
NR_037595,0,0,0,0
NR_037592,6914,7358,7533,7534
NR_037593,174,184,123,142
NR_037591,3461,3683,3053,3311
NM_174890,647,1308,1442,1429
NM_001144903,0,0,0,0
NM_001144905,0,0,0,0
NM_001144904,0,0,0,0
NM_001144907,0,0,0,0
NM_001795,0,0,0,0
NM_001144909,0,0,0,0
NM_001144908,0,0,0,0
NM_174892,0,0,0,0
NM_001010986,5039,2357,4598,5384
NM_001256153,0,0,0,1
NM_001256154,0,0,0,0
NM_001256155,175,220,169,209
NM_001790,541,506,303,444
NM_001163809,1770,1755,1772,1656
NM_001206794,16,73,142,402
NM_001006121_4,0,0,0,0
NM_001001415,7211,6895,6997,6773
NM_174895,25,28,27,49
NR_027311,0,0,34,34
NR_027310,10,6,0,0
NR_027313,0,0,0,0
NM_001001414,0,0,0,3
NR_102431,0,0,0,0
NR_027314,0,0,0,0
NR_003304_3,0,0,0,1
NR_003304_2,0,0,0,0
NM_174897,0,0,0,0
NM_001040701,6,14,2,51
NM_001040702,0,0,0,0
NM_001040703,0,0,0,0
NM_001040704,0,0,0,0
NM_001040705,0,0,0,0
NR_105045,37,28,46,28
NM_001009905_2,149,153,139,136
NM_001040708,169,0,107,0
NM_001040709,6,4,4,10
NR_131340,355,0,304,0
NM_080703_4,367,629,670,686
NM_080703_5,339,579,618,732
NM_080703_6,386,589,680,695
NM_080703_7,376,571,766,770
NR_105042,0,0,0,0
NM_032982,6528,6280,5534,5585
NM_080703_3,372,635,678,733
NM_001190411_2,0,0,0,0
NM_015016,1676,1687,1549,1518
NM_015017,13413,13372,12650,13240
NM_015014,11816,11285,11050,11647
NM_015015,6193,6095,5449,5247
NM_015012,10206,10138,10280,10143
NM_015013,34772,28297,23231,32312
NM_015011,0,0,0,0
NM_001190971,0,0,0,0
NM_001001418,64,66,64,0
NM_015018,11179,11099,10507,11054
NM_005629,2769,5581,2363,4688
NM_001282519,34,0,0,0
NM_001282518,406,274,391,295
NR_105043,109,138,140,127
NR_047622,0,0,0,0
NM_001282511,173,180,172,166
NM_001282510,0,0,0,0
NM_133496,14443,14227,11319,12489
NM_001282512,440,126,116,144
NM_001282515,8,4,0,0
NM_001206940_3,0,0,0,0
NM_001282517,7,8,9,0
NM_001282516,143,65,99,0
NR_120519,0,0,0,0
NR_120518,0,0,0,0
NM_001135191,10854,11539,12526,14762
NM_001014977,0,0,0,0
NR_120511,33,66,45,64
NR_120510,24,21,0,13
NR_120513,22,23,26,33
NR_120512,73,38,79,44
NR_120515,0,0,0,0
NR_039633,1,2,2,2
NR_120517,25,20,23,29
NM_001206940_4,0,0,0,0
NM_001258220,18,0,0,0
NM_001258221,4,2,5,4
NM_001258222,775,518,875,1074
NM_005627,856,777,0,0
NM_198511,8,18,36,28
NM_133491,4106,4241,3903,3898
NM_005620,1155,1082,1009,1020
NM_001206940_6,0,0,0,0
NM_005621,0,0,0,0
NM_001271592_2,1161,1186,1197,1236
NR_039637,0,0,0,0
NM_001161440,33,18,19,0
NR_039636,1,0,1,0
NM_001080772_7,0,0,0,0
NR_106869,4,5,3,4
NR_106868,0,1,0,0
NR_106865,11,8,10,10
NR_106864,5,4,5,4
NR_106867,0,1,0,0
NR_106866,1,2,3,0
NR_106861,3,6,4,7
NR_106860,1,3,2,4
NR_106863,0,0,1,0
NR_106862,2,2,0,0
NR_039733_8,0,0,0,0
NR_039733_9,0,0,0,0
NR_039733_2,0,0,0,0
NR_039733_3,0,0,0,0
NR_039733_4,0,0,0,0
NR_039733_5,0,0,0,0
NR_039733_6,0,0,0,0
NR_039733_7,0,0,0,0
NM_001142419,2030,2297,1411,1668
NM_001142418,4761,2975,4751,4215
NM_133493,62,87,62,61
NM_001024960,2223,792,5748,2167
NM_133474,8214,7866,7989,8143
NM_001142413,0,0,45,0
NM_001142415,173,234,39,116
NM_001142414,16,22,19,26
NM_001142417,0,0,0,0
NM_001142416,12506,11617,12430,12411
NM_006060,0,0,6,0
NM_001293320,374,406,344,336
NM_001002862,0,0,0,0
NM_001002860,7643,7647,7400,7836
NM_001171690,498,802,466,462
NM_002665_2,100,40,21,64
NM_006064,3232,2291,1143,4058
NM_001288614,253,224,219,171
NM_001288615,1072,1015,832,965
NM_001288616,304,354,396,353
NM_001135564,1935,2057,1596,1836
NM_001288610,0,686,0,0
NM_001288611,14,39,0,8
NM_001141969_4,131,397,183,429
NR_024031,9645,9318,9048,9129
NM_006068,46,49,36,32
NR_024035,304,341,306,336
NR_024034,1507,1560,1220,1400
NR_024037,13,17,22,19
NM_001281730,0,0,0,0
NM_001281731,1536,1478,1194,1385
NM_004368,1761,1647,1258,1208
NM_004369,0,7,0,6
NM_001281734,858,0,0,0
NM_001281735,3,0,0,0
NM_001286504,1661,1940,3172,2017
NM_207429,18,31,21,23
NM_004362,15422,13735,18717,19262
NM_001281739,1070,1119,1373,1355
NM_004360,103590,101753,98969,101399
NM_004361,72,67,50,91
NM_004366,863,896,804,773
NM_004367,0,0,0,0
NM_207420,0,9,0,5
NM_207421,0,0,0,0
NM_001080145_10,2,2,2,0
NM_001303475_2,0,0,0,0
NM_001270363,62,75,0,88
NM_144574,3532,3522,3496,3245
NM_144575,1689,1538,1456,1583
NM_144576,322,224,177,116
NM_144577,28,44,29,37
NR_047700,0,0,0,0
NM_144571,3887,5399,4629,4941
NM_144572,6407,6144,6220,6293
NM_144573,221,190,206,220
NM_013993_5,468,383,407,413
NM_013993_4,612,1150,1672,913
NM_013993_6,643,1150,1665,1032
NM_144578,15696,15477,14652,15374
NM_181789,12,4,9,7
NM_013993_3,120,242,53,110
NM_013993_2,565,945,1424,826
NM_004674,6894,6738,4151,6353
NM_001077653,0,0,0,0
NR_040733,763,794,738,725
NM_001077654,3073,2011,1585,1450
NM_001254751,0,0,0,0
NM_001270362,8314,8444,7732,8011
NM_207395,1270,1130,1193,1151
NM_207396,542,564,418,366
NM_207397,63,50,42,56
NM_207390,0,0,0,0
NM_207391,2084,2037,1941,2046
NM_025079,2088,2080,2216,2209
NM_025078,392,337,213,377
NM_025077,2208,2128,2159,2273
NM_004670,0,0,0,0
NM_025075,7569,7513,6760,7004
NM_025074,2993,3003,2582,2445
NM_025073,5886,5715,4703,3261
NM_025072,10982,9362,9124,9195
NM_025216,62,53,41,40
NM_004672,1808,741,1742,1590
NM_004673,33,39,41,50
NM_001159740_7,0,0,0,0
NM_133499,0,0,0,0
NM_001300729,98,81,154,141
NM_001085474,19,8,6,6
NM_001113182_2,1541,1883,1317,1279
NM_025218,1968,1810,1860,1993
NM_001085471,5448,7644,7080,4194
NM_001113182_5,731,946,531,609
NM_001113182_6,2008,2538,2088,1674
NM_016508,121,160,153,273
NM_001085479,0,0,0,0
NM_020677_2,600,522,440,605
NM_001291780,2,29,30,29
NM_175078,0,0,0,0
NM_002982,0,0,0,0
NM_002983,0,0,0,0
NM_001143818,0,0,0,0
NM_001306193,0,0,0,0
NM_001243718,76,40,51,52
NM_001243719,29,40,13,5
NM_001143819,1073,1012,1404,834
NM_001079842,389,434,324,300
NM_001291473_2,0,0,0,0
NR_033787_2,93,98,67,69
NM_001291473_6,0,0,0,0
NM_001291473_7,0,0,0,0
NM_001291473_4,0,0,0,0
NM_001291473_5,0,0,0,0
NM_002988,0,0,0,0
NR_073065_2,4,7,7,6
NR_073065_3,3,6,3,7
NR_073065_4,4,7,6,6
NR_073065_5,12,6,3,8
NR_073065_6,3,6,3,8
NM_016504,2385,2198,1990,2294
NM_144720,2339,2471,2026,2063
NR_125828,0,0,0,0
NR_125829,0,0,0,0
NR_125826,0,0,0,0
NR_125827,0,0,0,0
NR_125824,35,39,0,0
NM_001306191,462,543,249,185
NR_125822,1126,1079,1045,1105
NR_125823,12,17,0,8
NR_003022_2,41,33,38,30
NR_125821,72,52,71,67
NM_152564,17935,18546,16124,19127
NM_001083539_30,0,0,0,0
NM_001083539_31,0,0,0,0
NM_001083539_32,0,0,0,0
NM_001083539_33,0,0,0,0
NM_015868_20,0,0,0,0
NM_001136139,3358,4271,3580,3546
NM_001136138,2037,1456,2064,2837
NM_001136135,363,167,192,133
NM_001136134,8699,9947,7979,3098
NM_001136137,550,490,378,456
NM_001136136,256,219,217,246
NM_001136131,37,41,11,23
NM_001136130,309,351,373,449
NR_110398,0,0,0,0
NR_110399,0,0,0,0
NM_001202545,646,694,491,523
NM_052923_2,2351,2317,2324,2313
NM_001142776,0,0,117,0
NR_110390,0,0,0,0
NR_110391,5,0,0,5
NR_110392,0,0,0,0
NR_110393,0,0,0,0
NR_110395,42,37,17,28
NR_110396,9,11,16,9
NR_037179_2,0,0,0,0
NR_030180_2,0,0,0,0
NR_037179_6,0,0,0,0
NM_001289004,0,0,0,0
NM_001134485,1185,1464,1148,1232
NR_037179_5,0,0,0,0
NR_037179_8,0,0,0,0
NR_110738_28,0,0,0,0
NM_015667,0,0,0,0
NR_110738_29,0,0,0,0
NM_015666,3968,4070,3802,3817
NM_018297,5167,4408,3862,4018
NM_015668,141,214,166,177
NM_001300790_7,2,0,0,0
NM_002102,0,0,0,0
NM_001164416,0,0,0,0
NM_005937_2,9210,9307,7982,8448
NR_110738_25,0,0,0,0
NM_001204468,6757,6155,6402,6577
NM_001204467,2730,2474,6672,5922
NM_001204466,2689,2732,2125,1987
NM_001105214,365,463,1463,344
NM_001185106,0,0,544,517
NM_001185107,0,0,0,0
NR_037846_5,26,29,62,80
NM_001185100,0,0,0,0
NM_001185101,0,0,0,0
NR_045617,0,0,0,0
NR_045612,0,0,0,0
