gene_id,0,3,4,6
"""DPEP2""",chr16,67987390,67999518,-
"""DPEP3""",chr16,67975663,67980549,-
"""DPF1""",chr19,38211006,38229714,-
"""DPF2""",chr11,65333754,65352980,+
"""DPF3""",chr14,72619296,72894116,-
"""DPH1""",chr17,2030137,2043431,+
"""DPH2""",chr1,43969981,43973371,+
"""DPH3""",chr3,16257061,16264989,-
"""DPH3P1""",chr20,62844566,62846191,+
"""DPH5""",chr1,100989625,101025806,-
"""DPH6""",chr15,35370969,35546203,-
"""DPH6-AS1""",chr15,35546195,35859001,+
"""DPH7""",chr9,137554907,137578935,-
"""DPM1""",chr20,50934868,50958523,-
"""DPM2""",chr9,127935095,127938484,-
"""DPM3""",chr1,155139891,155140520,-
"""DPP10""",chr2,114442322,115844750,+
"""DPP10-AS1""",chr2,115144048,115161343,-
"""DPP10-AS3""",chr2,114828341,114833548,-
"""DPP3""",chr11,66480013,66509659,+
"""DPP4""",chr2,161992245,162074542,-
"""DPP6""",chr7,153887097,154894290,+
"""DPP7""",chr9,137110540,137114743,-
"""DPP8""",chr15,65445660,65517697,-
"""DPP9""",chr19,4675231,4723843,-
"""DPP9-AS1""",chr19,4679282,4685948,+
"""DPPA2""",chr3,109293788,109316517,-
"""DPPA2P3""",chr3,193993094,193994238,-
"""DPPA3""",chr12,7711454,7717556,+
"""DPPA4""",chr3,109326141,109337572,-
"""DPPA5""",chr6,73353062,73354276,-
"""DPRX""",chr19,53632056,53637009,+
"""DPRXP4""",chr17,30975335,30975999,+
"""DPT""",chr1,168695457,168729204,-
"""DPY19L1""",chr7,34928881,35038041,-
"""DPY19L1P1""",chr7,32580941,32719168,-
"""DPY19L1P2""",chr7,32826302,32838744,+
"""DPY19L2""",chr12,63558913,63668574,-
"""DPY19L2P1""",chr7,35081287,35186162,-
"""DPY19L2P2""",chr7,1443,103280466,-
"""DPY19L2P3""",chr7,29685154,29688243,+
"""DPY19L2P4""",chr7,90119400,90125600,+
"""DPY19L3""",chr19,32405749,32485893,+
"""DPY19L4""",chr8,94719875,94793848,+
"""DPY30""",chr2,32023903,32039775,-
"""DPYD""",chr1,97077744,97921059,-
"""DPYD-AS1""",chr1,97095923,97322955,+
"""DPYD-AS2""",chr1,97796921,97798051,+
"""DPYS""",chr8,104379424,104467049,-
"""DPYSL2""",chr8,26514193,26658177,+
"""DPYSL3""",chr5,147390808,147510056,-
"""DPYSL4""",chr10,132186910,132205776,+
"""DPYSL5""",chr2,26848101,26950351,+
"""DQX1""",chr2,74518131,74526281,-
"""DR1""",chr1,93345921,93362591,+
"""DRAIC""",chr15,69561720,69571440,+
"""DRAM1""",chr12,101877327,101923623,+
"""DRAM2""",chr1,111117332,111140216,-
"""DRAP1""",chr11,65919257,65921577,+
"""DRAXIN""",chr1,11691724,11720279,+
"""DRC1""",chr2,26401912,26456711,+
"""DRC3""",chr17,17972813,18016875,+
"""DRC7""",chr16,57694801,57731455,+
"""DRD1""",chr5,175440672,175444160,-
"""DRD2""",chr11,113409595,113475279,-
"""DRD3""",chr3,114128652,114199407,-
"""DRD4""",chr11,167178,640705,+
"""DRD5""",chr4,9781634,9784009,+
"""DRD5P2""",chr1,144274553,144691823,-
"""DRG1""",chr22,31399553,31434186,+
"""DRG2""",chr17,18087867,18107985,+
"""DRGX""",chr10,49366116,49396016,-
"""DRICH1""",chr22,23608452,23632321,-
"""DROSHA""",chr5,31400495,31532175,-
"""DRP2""",chrX,101219944,101264496,+
"""DSC1""",chr18,31129251,31162856,-
"""DSC2""",chr18,31065974,31102432,-
"""DSC3""",chr18,30989365,31042815,-
"""DSCAM""",chr21,40012416,40847113,-
"""DSCAM-AS1""",chr21,40383083,40385358,+
"""DSCAM-IT1""",chr21,40618507,40630767,-
"""DSCAML1""",chr11,117427772,117797261,-
"""DSCAS""",chr18,31101588,31162789,+
"""DSCC1""",chr8,119833941,119855930,-
"""DSCR10""",chr21,38206156,38208644,+
"""DSCR3""",chr21,37223425,37267532,-
"""DSCR4""",chr21,38054011,38121360,-
"""DSCR8""",chr21,38121451,38156511,+
"""DSCR9""",chr21,37208503,37221736,+
"""DSE""",chr6,116280120,116438281,+
"""DSEL""",chr18,152309,67516730,-
"""DSG1""",chr18,31318089,31359246,+
"""DSG1-AS1""",chr18,31343368,31426988,-
"""DSG2""",chr18,31498064,31548851,+
"""DSG2-AS1""",chr18,31542146,31556911,-
"""DSG3""",chr18,31447769,31478702,+
"""DSG4""",chr18,31376777,31413917,+
"""DSN1""",chr20,36751791,36773827,-
"""DSP""",chr6,7541637,7586713,+
"""DSPP""",chr4,87608529,87616873,+
"""DST""",chr6,56457987,56954628,-
"""DSTN""",chr20,17569954,17608007,+
"""DSTNP2""",chr12,6884682,6885786,+
"""DSTYK""",chr1,205142503,205211599,-
"""DTD1""",chr20,18587912,18763916,+
"""DTD2""",chr14,31446036,31457474,-
"""DTHD1""",chr4,36281615,36344785,+
"""DTL""",chr1,212035553,212105006,+
"""DTNA""",chr18,34493290,34891844,+
"""DTNB""",chr2,25377198,25673647,-
"""DTNBP1""",chr6,15522801,15663058,-
"""DTWD1""",chr15,49621029,49645136,+
"""DTWD2""",chr5,118836074,118988605,-
"""DTX1""",chr12,113057857,113098028,+
"""DTX2""",chr7,1315,76505995,+
"""DTX2P1-UPK3BP1-PMS2P11""",chr7,76980822,77023759,+
"""DTX3""",chr12,57604622,57609804,+
"""DTX3L""",chr3,122564338,122575202,+
"""DTX4""",chr11,59171430,59208587,+
"""DTYMK""",chr2,241675742,241686968,-
"""DUBR""",chr3,107240692,107326964,+
"""DUOX1""",chr15,45129994,45165578,+
"""DUOX2""",chr15,45092654,45114161,-
"""DUOXA1""",chr15,45117366,45129877,-
"""DUOXA2""",chr15,45114325,45118103,+
"""DUPD1""",chr10,75037836,75058514,-
"""DUS1L""",chr17,82057872,82065821,-
"""DUS2""",chr16,68022944,68079323,+
"""DUS3L""",chr19,5785142,5791238,-
"""DUS4L""",chr7,107563957,107578523,+
"""DUSP1""",chr5,172768090,172771200,-
"""DUSP10""",chr1,221701420,221742176,-
"""DUSP11""",chr2,73762198,73780157,-
"""DUSP12""",chr1,161749768,161757164,+
"""DUSP13""",chr10,75094432,75109212,-
"""DUSP14""",chr17,1729016,37513486,+
"""DUSP15""",chr20,31861067,31870676,-
"""DUSP16""",chr12,12473282,12562514,-
"""DUSP18""",chr22,30652051,30667890,-
"""DUSP19""",chr2,183078559,183099994,+
"""DUSP2""",chr2,96143169,96145440,-
"""DUSP21""",chrX,44844003,44844888,+
"""DUSP22""",chr6,292057,351355,+
"""DUSP23""",chr1,159780969,159782543,+
"""DUSP26""",chr8,33591330,33600106,-
"""DUSP27""",chr1,167094850,167129165,+
"""DUSP28""",chr2,240560054,240564014,+
"""DUSP3""",chr17,43766121,43779000,-
"""DUSP4""",chr8,29333062,29350750,-
"""DUSP5""",chr10,110497867,110511544,+
"""DUSP5P1""",chr1,228644910,228652412,+
"""DUSP6""",chr12,89347825,89352859,-
"""DUSP7""",chr3,52048921,52056445,-
"""DUSP8""",chr11,30578,1571920,-
"""DUSP9""",chrX,153642443,153651326,+
"""DUT""",chr15,48331424,48343373,+
"""DUX4""",chr4,190173774,190175845,+
"""DUXA""",chr19,57151726,57167488,-
"""DUXAP10""",chr14,19062372,19337674,+
"""DUXAP8""",chr22,15784954,15827434,+
"""DVL1""",chr1,1335278,1349112,-
"""DVL2""",chr17,7225342,7234544,-
"""DVL3""",chr3,184155496,184173526,+
"""DXO""",chr6,3217586,31972255,-
"""DYDC1""",chr10,80336106,80356758,-
"""DYDC2""",chr10,80344745,80368073,+
"""DYM""",chr18,49043802,49460709,-
"""DYNAP""",chr18,54587759,54599493,+
"""DYNC1H1""",chr14,101964528,102050798,+
"""DYNC1I1""",chr7,95772506,96110322,+
"""DYNC1I2""",chr2,171687409,171750158,+
"""DYNC1LI1""",chr3,32525971,32570874,-
"""DYNC1LI2""",chr16,66720896,66751622,-
"""DYNC2H1""",chr11,103109431,103479863,+
"""DYNC2LI1""",chr2,43774039,43810010,+
"""DYNLL1""",chr12,120469857,120498495,+
"""DYNLL2""",chr17,58083419,58090257,+
"""DYNLRB1""",chr20,34516384,34540958,+
"""DYNLRB2""",chr16,80540734,80550809,+
"""DYNLT1""",chr6,158636475,158644786,-
"""DYNLT3""",chrX,37838836,37847636,-
"""DYRK1A""",chr21,37367557,37515376,+
"""DYRK1B""",chr19,39825347,39834233,-
"""DYRK2""",chr12,67648732,67662664,+
"""DYRK3""",chr1,206635536,206649197,+
"""DYRK4""",chr12,4590072,4613888,+
"""DYSF""",chr2,71453623,71686763,+
"""DYTN""",chr2,206651621,206718396,-
"""DYX1C1""",chr15,55417756,55508234,-
"""DYX1C1-CCPG1""",chr15,55355223,55498584,-
"""DZANK1""",chr20,18383367,18467185,-
"""DZIP1""",chr13,95578202,95644706,-
"""DZIP1L""",chr3,138061985,138115609,-
"""DZIP3""",chr3,108589490,108694846,+
"""E2F1""",chr20,33675486,33686404,-
"""E2F2""",chr1,23506428,23531220,-
"""E2F3""",chr6,20401906,20493714,+
"""E2F4""",chr16,67192165,67198918,+
"""E2F5""",chr8,85177384,85214521,+
"""E2F6""",chr2,11444375,11466177,-
"""E2F7""",chr12,77021246,77065580,-
"""E2F8""",chr11,19224063,19241655,-
"""E4F1""",chr16,2223488,2235742,+
"""EAF1""",chr3,15427557,15442613,+
"""EAF2""",chr3,121835187,121886526,+
"""EAPP""",chr14,34515929,34539737,-
"""EARS2""",chr16,23522013,23557375,-
"""EBAG9""",chr8,109539700,109565996,+
"""EBF1""",chr5,158695915,159099780,-
"""EBF2""",chr8,25841730,26045124,-
"""EBF3""",chr10,129835232,129963827,-
"""EBF4""",chr20,2692878,2760108,+
"""EBI3""",chr19,4229543,4237527,+
"""EBLN1""",chr10,22208814,22209983,-
"""EBLN2""",chr3,73061659,73063320,+
"""EBLN3""",chr9,37079896,37090401,+
"""EBNA1BP2""",chr1,43164174,43172570,-
"""EBP""",chrX,48521776,48528716,+
"""EBPL""",chr13,49660676,49691487,-
"""ECD""",chr10,73134524,73168095,-
"""ECE1""",chr1,21217247,21345541,-
"""ECE2""",chr3,184249657,184293031,+
"""ECEL1""",chr2,232479827,232487859,-
"""ECEL1P2""",chr2,232385750,232387044,-
"""ECH1""",chr19,38815422,38831857,-
"""ECHDC1""",chr6,127288712,127343609,-
"""ECHDC2""",chr1,52895910,52921774,-
"""ECHDC3""",chr10,11742357,11764066,+
"""ECHS1""",chr10,133362483,133373404,-
"""ECI1""",chr16,2239872,2251601,-
"""ECI2""",chr6,4115693,4135597,-
"""ECM1""",chr1,150508011,150513789,+
"""ECM2""",chr9,92493547,92536092,-
"""ECRP""",chr14,20919341,20920176,+
"""ECSCR""",chr5,139448554,139462743,-
"""ECSIT""",chr19,11505916,11529172,-
"""ECT2""",chr3,172750685,172821474,+
"""ECT2L""",chr6,138796111,138904070,+
"""EDA""",chrX,69616067,70039471,+
"""EDA2R""",chrX,66595640,66639298,-
"""EDAR""",chr2,108894471,108989372,-
"""EDARADD""",chr1,236394380,236484708,+
"""EDC3""",chr15,74630558,74696045,-
"""EDC4""",chr16,67873023,67884514,+
"""EDDM3A""",chr14,20745940,20748380,+
"""EDDM3B""",chr14,20768427,20770948,+
"""EDEM1""",chr3,5187674,5219965,+
"""EDEM2""",chr20,35115357,35147358,-
"""EDEM3""",chr1,184690491,184754907,-
"""EDF1""",chr9,136862114,136866336,-
"""EDIL3""",chr5,83940595,84384867,-
"""EDN1""",chr6,12290296,12297194,+
"""EDN2""",chr1,41478775,41484683,-
"""EDN3""",chr20,59300427,59325992,+
"""EDNRA""",chr4,147480917,147544954,+
"""EDNRB""",chr13,77895481,77975529,-
"""EDNRB-AS1""",chr13,77818937,77908428,+
"""EDRF1""",chr10,125719515,125764143,+
"""EDRF1-AS1""",chr10,125744727,125752060,-
"""EEA1""",chr12,92772509,92929331,-
"""EED""",chr11,86244384,86278810,+
"""EEF1A1""",chr6,73515750,73521032,-
"""EEF1A2""",chr20,63488012,63499315,-
"""EEF1B2""",chr2,206159594,206162929,+
"""EEF1D""",chr8,69737,143597675,-
"""EEF1DP3""",chr13,31846783,31959584,+
"""EEF1E1""",chr6,8073360,8102595,-
"""EEF1E1-BLOC1S5""",chr6,8013567,8102595,-
"""EEF1G""",chr11,62559601,62573988,-
"""EEF2""",chr19,3976056,3985463,-
"""EEF2K""",chr16,22206271,22288745,+
"""EEF2KMT""",chr16,5084300,5097820,-
"""EEFSEC""",chr3,128153457,128408646,+
"""EEPD1""",chr7,36153227,36301543,+
"""EFCAB1""",chr8,48714915,48735311,-
"""EFCAB10""",chr7,105565133,105581529,-
"""EFCAB11""",chr14,89794991,89954777,-
"""EFCAB12""",chr3,129401321,129428651,-
"""EFCAB13""",chr17,47323961,47441311,+
"""EFCAB14""",chr1,46675159,46719064,-
"""EFCAB14-AS1""",chr1,46674036,46692097,+
"""EFCAB2""",chr1,244969869,245125228,+
"""EFCAB3""",chr17,62370218,62416478,+
"""EFCAB5""",chr17,29929856,30108452,+
"""EFCAB6""",chr22,43528744,43812337,-
"""EFCAB6-AS1""",chr22,43516254,43536605,+
"""EFCAB7""",chr1,63523301,63572693,+
"""EFCAB9""",chr5,172194172,172203454,+
"""EFCC1""",chr3,129001629,129040742,+
"""EFEMP1""",chr2,55865962,55924163,-
"""EFEMP2""",chr11,65866441,65872934,-
"""EFHB""",chr3,19879474,19934214,-
"""EFHC1""",chr6,52420196,52495785,+
"""EFHC2""",chrX,44147882,44343677,-
"""EFHD1""",chr2,232606057,232682781,+
"""EFHD2""",chr1,15409895,15430343,+
"""EFNA1""",chr1,155127873,155134910,+
"""EFNA2""",chr19,1286154,1301430,+
"""EFNA3""",chr1,155078872,155087538,+
"""EFNA4""",chr1,155063737,155069553,+
"""EFNA5""",chr5,107376889,107670895,-
"""EFNB1""",chrX,68828997,68842163,+
"""EFNB2""",chr13,106489731,106535040,-
"""EFNB3""",chr17,7705202,7711375,+
"""EFR3A""",chr8,131904109,132013639,+
"""EFR3B""",chr2,25042104,25159135,+
"""EFS""",chr14,23356400,23365633,-
"""EFTUD1""",chr15,82130220,82262763,-
"""EFTUD1P1""",chr15,84080187,84126601,+
"""EFTUD2""",chr17,44850287,44899625,-
"""EGF""",chr4,109912884,110012962,+
"""EGFEM1P""",chr3,168249522,168830586,+
"""EGFL6""",chrX,13569575,13633575,+
"""EGFL7""",chr9,136658856,136672678,+
"""EGFL8""",chr6,3387806,32168285,+
"""EGFLAM""",chr5,38258409,38465480,+
"""EGFLAM-AS2""",chr5,38399814,38403471,-
"""EGFLAM-AS4""",chr5,38282269,38290986,-
"""EGFR""",chr7,55019032,55207338,+
"""EGFR-AS1""",chr7,55179750,55188949,-
"""EGLN1""",chr1,231363751,231425044,-
"""EGLN2""",chr19,40799143,40808441,+
"""EGLN3""",chr14,33924215,33951078,-
"""EGOT""",chr3,4749194,4751590,-
"""EGR1""",chr5,138465492,138469315,+
"""EGR2""",chr10,62811996,62819167,-
"""EGR3""",chr8,22687661,22693302,-
"""EGR4""",chr2,73290929,73293701,-
"""EHBP1""",chr2,62673851,63046486,+
"""EHBP1L1""",chr11,65576038,65592645,+
"""EHD1""",chr11,64852727,64879713,-
"""EHD2""",chr19,47713344,47743134,+
"""EHD3""",chr2,31234014,31268394,+
"""EHD4""",chr15,41899441,41972557,-
"""EHD4-AS1""",chr15,41921417,41929286,+
"""EHF""",chr11,34621041,34663287,+
"""EHHADH""",chr3,185190624,185254098,-
"""EHHADH-AS1""",chr3,185162901,185191955,+
"""EHMT1""",chr9,137618992,137836126,+
"""EHMT1-IT1""",chr9,137763022,137764772,+
"""EHMT2""",chr6,3127534,31897707,-
"""EI24""",chr11,125569387,125584689,+
"""EID1""",chr15,48878093,48880183,+
"""EID2""",chr19,39538806,39540198,-
"""EID2B""",chr19,39531533,39532867,-
"""EID3""",chr12,104303732,104305204,+
"""EIF1""",chr17,41688875,41691646,+
"""EIF1AD""",chr11,65996545,66002166,-
"""EIF1AX""",chrX,20124518,20141848,-
"""EIF1AX-AS1""",chrX,20139968,20140444,+
"""EIF1AY""",chrY,20575711,20593154,+
"""EIF1B""",chr3,40309682,40312426,+
"""EIF1B-AS1""",chr3,40173147,40309698,-
"""EIF2A""",chr3,150546787,150586016,+
"""EIF2AK1""",chr7,6022247,6059229,-
"""EIF2AK2""",chr2,37105141,37157047,-
"""EIF2AK3""",chr2,88556740,88627576,-
"""EIF2AK4""",chr15,39934124,40035596,+
"""EIF2B1""",chr12,123621023,123633776,-
"""EIF2B2""",chr14,75002909,75009591,+
"""EIF2B3""",chr1,44850522,44986722,-
"""EIF2B4""",chr2,27364352,27370457,-
"""EIF2B5""",chr3,184135022,184145311,+
"""EIF2B5-AS1""",chr3,184546714,184556918,-
"""EIF2D""",chr1,206591643,206612551,-
"""EIF2S1""",chr14,67360317,67386516,+
"""EIF2S2""",chr20,34088309,34112279,-
"""EIF2S3""",chrX,24054948,24078811,+
"""EIF3A""",chr10,119035029,119080822,-
"""EIF3B""",chr7,2354839,2380742,+
"""EIF3C""",chr16,28379582,28735729,+
"""EIF3CL""",chr16,28379579,28735732,-
"""EIF3D""",chr22,36510850,36529230,-
"""EIF3E""",chr8,108201743,108248730,-
"""EIF3F""",chr11,7987320,7996171,+
"""EIF3G""",chr19,10115014,10119923,-
"""EIF3H""",chr8,116644816,116755823,-
"""EIF3I""",chr1,32222370,32231604,+
"""EIF3IP1""",chr7,109959227,109960213,-
"""EIF3J""",chr15,44537068,44562803,+
"""EIF3J-AS1""",chr15,44534505,44536923,-
"""EIF3K""",chr19,38619072,38636959,+
"""EIF3L""",chr22,37849372,37888782,+
"""EIF3M""",chr11,32583767,32602873,+
"""EIF4A1""",chr17,7572706,7579006,+
"""EIF4A2""",chr3,186783572,186789896,+
"""EIF4A3""",chr17,80135214,80147183,-
"""EIF4B""",chr12,53006258,53042209,+
"""EIF4E""",chr4,98878456,98930635,-
"""EIF4E1B""",chr5,176630682,176646641,+
"""EIF4E2""",chr2,232550587,232583645,+
"""EIF4E3""",chr3,71679289,71754773,-
"""EIF4EBP1""",chr8,38030502,38060365,+
"""EIF4EBP2""",chr10,70404105,70428618,+
"""EIF4EBP3""",chr5,140547666,140549578,+
"""EIF4ENIF1""",chr22,31439359,31489888,-
"""EIF4G1""",chr3,184314495,184335358,+
"""EIF4G2""",chr11,10797046,10809035,-
"""EIF4G3""",chr1,20806292,21176888,-
"""EIF4H""",chr7,74174376,74197099,+
"""EIF5""",chr14,103334002,103345024,+
"""EIF5A""",chr17,7306999,7312463,+
"""EIF5A2""",chr3,170888415,170908637,-
"""EIF5AL1""",chr10,79512601,79516436,+
"""EIF5B""",chr2,99337371,99400265,+
"""EIF6""",chr20,35278906,35284816,-
"""ELAC1""",chr18,50968017,50988120,+
"""ELAC2""",chr17,12991612,13018064,-
"""ELANE""",chr19,31178,856246,+
"""ELAVL1""",chr19,7958573,8005645,-
"""ELAVL2""",chr9,23690105,23826065,-
"""ELAVL3""",chr19,11451328,11480988,-
"""ELAVL4""",chr1,50048014,50203785,+
"""ELDR""",chr7,55238436,55255635,-
"""ELF1""",chr13,40931919,41019372,-
"""ELF2""",chr4,139057717,139139476,-
"""ELF3""",chr1,202010562,202017187,+
"""ELF4""",chrX,130064920,130110713,-
"""ELF5""",chr11,34478795,34513800,-
"""ELFN1""",chr7,1709162,1747954,+
"""ELFN1-AS1""",chr7,1738631,1742310,-
"""ELFN2""",chr22,37340644,37427470,-
"""ELK1""",chrX,47635520,47650604,-
"""ELK2AP""",chr14,137346,105672807,-
"""ELK3""",chr12,96194382,96269835,+
"""ELK4""",chr1,205607943,205632872,-
"""ELL""",chr19,18442663,18522127,-
"""ELL2""",chr5,95885098,95962071,-
"""ELL3""",chr15,43772600,43777304,-
"""ELMO1""",chr7,36852906,37449326,-
"""ELMO1-AS1""",chr7,36997796,37013630,+
"""ELMO2""",chr20,46366051,46406632,-
"""ELMO3""",chr16,67199125,67204024,+
"""ELMOD1""",chr11,107591091,107666779,+
"""ELMOD2""",chr4,140524158,140553770,+
"""ELMOD3""",chr2,85354720,85391752,+
"""ELMSAN1""",chr14,73715122,73787258,-
"""ELN""",chr7,74027789,74069906,+
"""ELOF1""",chr19,11553043,11559236,-
"""ELOVL1""",chr1,43363397,43368074,-
"""ELOVL2""",chr6,10980760,11044391,-
"""ELOVL2-AS1""",chr6,11043758,11079144,+
"""ELOVL3""",chr10,102226278,102229587,+
"""ELOVL4""",chr6,79914812,79947598,-
"""ELOVL5""",chr6,53267398,53349179,-
"""ELOVL6""",chr4,110049073,110198664,-
"""ELOVL7""",chr5,60751789,60844274,-
"""ELP2""",chr18,36129874,36174726,+
"""ELP3""",chr8,28090231,28191152,+
"""ELP4""",chr11,31509729,31784525,+
"""ELP5""",chr17,7252053,7259940,+
"""ELP6""",chr3,47495640,47513709,-
"""ELSPBP1""",chr19,47994651,48025153,+
"""EMB""",chr5,50396197,50441400,-
"""EMBP1""",chr1,121519112,121571888,+
"""EMC1""",chr1,19215664,19251559,-
"""EMC10""",chr19,50476477,50483526,+
"""EMC2""",chr8,108443624,108486907,+
"""EMC3""",chr3,9963952,9986838,-
"""EMC3-AS1""",chr3,9986893,10007003,+
"""EMC4""",chr15,34224997,34230165,+
"""EMC6""",chr17,3668723,3669669,+
"""EMC7""",chr15,34084023,34101852,-
"""EMC8""",chr16,85778625,85799542,-
"""EMC9""",chr14,24138965,24141588,-
"""EMCN""",chr4,100395341,100518093,-
"""EMD""",chrX,154379237,154381523,+
"""EME1""",chr17,50373220,50381459,+
"""EME2""",chr16,1773228,1776238,+
"""EMG1""",chr12,6970781,6976003,+
"""EMID1""",chr22,29205912,29259597,+
"""EMILIN1""",chr2,27078567,27086397,+
"""EMILIN2""",chr18,2847030,2914092,+
"""EMILIN3""",chr20,41359966,41366858,-
"""EML1""",chr14,99793408,99942058,+
"""EML2""",chr19,45609400,45645517,-
"""EML2-AS1""",chr19,45641494,45642834,+
"""EML3""",chr11,62602219,62612765,-
"""EML4""",chr2,42169338,42332548,+
"""EML5""",chr14,88614830,88792752,-
"""EML6""",chr2,54725012,54972020,+
"""EMP1""",chr12,13196668,13216774,+
"""EMP2""",chr16,10528422,10580716,-
"""EMP3""",chr19,48325372,48330553,+
"""EMX1""",chr2,72917475,72934891,+
"""EMX2""",chr10,117542445,117549546,+
"""EMX2OS""",chr10,117484293,117545068,-
"""EN1""",chr2,118842171,118848183,-
"""EN2""",chr7,155458129,155464831,+
"""ENAH""",chr1,225486832,225653143,-
"""ENAM""",chr4,70628744,70646819,+
"""ENC1""",chr5,74627406,74641424,-
"""ENDOD1""",chr11,95089810,95132651,+
"""ENDOG""",chr9,128818500,128822676,+
"""ENDOU""",chr12,47709735,47725572,-
"""ENDOV""",chr17,80415167,80438084,+
"""ENG""",chr9,127815012,127854773,-
"""ENGASE""",chr17,79074937,79088603,+
"""ENHO""",chr9,34521042,34523039,-
"""ENKD1""",chr16,67662947,67666725,-
"""ENKUR""",chr10,24981979,25062279,-
"""ENO1""",chr1,8861000,8879092,-
"""ENO1-AS1""",chr1,8878835,8879884,+
"""ENO2""",chr12,6914450,6923696,+
"""ENO3""",chr17,4951089,4957131,+
"""ENO4""",chr10,116849512,116882601,+
"""ENOPH1""",chr4,82430480,82461175,+
"""ENOSF1""",chr18,670324,712662,-
"""ENOX1""",chr13,43213530,43786980,-
"""ENOX1-AS2""",chr13,43448852,43459488,+
"""ENOX2""",chrX,130623381,130903317,-
"""ENPEP""",chr4,110476073,110563337,+
"""ENPP1""",chr6,131808016,131895155,+
"""ENPP2""",chr8,119557077,119638866,-
"""ENPP3""",chr6,131637235,131747410,+
"""ENPP4""",chr6,46129964,46146699,+
"""ENPP5""",chr6,46159182,46171010,-
"""ENPP6""",chr4,184088706,184217961,-
"""ENPP7""",chr17,79731103,79742222,+
"""ENPP7P13""",chr16,1331815,33784275,+
"""ENSA""",chr1,150622123,150629622,-
"""ENTHD1""",chr22,39743044,39893790,-
"""ENTHD2""",chr17,81228277,81239091,-
"""ENTPD1""",chr10,95711779,95877266,+
"""ENTPD1-AS1""",chr10,95753206,96090235,-
"""ENTPD2""",chr9,137048099,137054051,-
"""ENTPD3""",chr3,40387156,40428626,+
"""ENTPD3-AS1""",chr3,40390951,40453308,-
"""ENTPD4""",chr8,23429152,23457731,-
"""ENTPD5""",chr14,73966478,74019323,-
"""ENTPD6""",chr20,25195703,25226724,+
"""ENTPD7""",chr10,99659506,99711245,+
"""ENTPD8""",chr9,137434364,137441449,-
"""ENY2""",chr8,109334323,109345960,+
"""EOGT""",chr3,68975212,69013894,-
"""EOMES""",chr3,27715949,27722715,-
"""EP300""",chr22,41092610,41180077,+
"""EP300-AS1""",chr22,41185215,41197501,-
"""EP400""",chr12,131949920,132080466,+
"""EP400NL""",chr12,132084283,132126340,+
"""EPAS1""",chr2,46297402,46386703,+
"""EPB41""",chr1,28887091,29120046,+
"""EPB41L1""",chr20,36091504,36232799,+
"""EPB41L2""",chr6,130839348,131063322,-
"""EPB41L3""",chr18,5392381,5628991,-
"""EPB41L4A""",chr5,112162618,112419313,-
"""EPB41L4A-AS1""",chr5,112160526,112162501,+
"""EPB41L4A-AS2""",chr5,112419583,112420981,+
"""EPB41L4B""",chr9,109171974,109320964,-
"""EPB41L5""",chr2,120013028,120179121,+
"""EPB42""",chr15,43197228,43221125,-
"""EPC1""",chr10,32267716,32378798,-
"""EPC2""",chr2,148644991,148787567,+
"""EPCAM""",chr2,47369148,47387028,+
"""EPDR1""",chr7,37920561,37951940,+
"""EPG5""",chr18,45847609,45967339,-
"""EPGN""",chr4,74308470,74316803,+
"""EPHA1""",chr7,143391112,143408892,-
"""EPHA1-AS1""",chr7,143407813,143523447,+
"""EPHA10""",chr1,37715974,37765152,-
"""EPHA2""",chr1,16124337,16156087,-
"""EPHA3""",chr3,89107524,89482134,+
"""EPHA4""",chr2,221418027,221574202,-
"""EPHA5""",chr4,65319563,65670495,-
"""EPHA5-AS1""",chr4,65669961,65693386,+
"""EPHA6""",chr3,96814581,97748942,+
"""EPHA7""",chr6,93240021,93419582,-
"""EPHA8""",chr1,22563511,22603594,+
"""EPHB1""",chr3,134795257,135260465,+
"""EPHB2""",chr1,22710838,22921500,+
"""EPHB3""",chr3,184561799,184582408,+
"""EPHB4""",chr7,100802565,100827521,-
"""EPHB6""",chr7,878070,142871093,+
"""EPHX1""",chr1,225810074,225845561,+
